date,market,strategy,variant_id,total_trades,eligible_trades,realized_win_rate,null_win_rate,edge,p_value,q_value,verdict
2026-07-24,BNB-4h,reversal,reversal_0.3_0.75,5,2,0.0,0.6666666666666667,-0.6666666666666667,0.11111111111111106,0.38386448463967826,INSUFFICIENT-SAMPLE
2026-07-24,BNB-4h,reversal,reversal_0.3_0.8,11,3,0.0,0.6666666666666666,-0.6666666666666666,0.03703703703703705,0.17187876154098256,INSUFFICIENT-SAMPLE
2026-07-24,BNB-4h,reversal,reversal_0.4_0.55,15,5,0.2,0.6666666666666667,-0.46666666666666673,0.04526748971193412,0.19908761100281552,INSUFFICIENT-SAMPLE
2026-07-24,BNB-4h,reversal,reversal_0.4_0.6,14,4,0.0,0.6666666666666667,-0.6666666666666667,0.012345679012345668,0.06906348468412618,INSUFFICIENT-SAMPLE
2026-07-24,BNB-4h,reversal,reversal_0.4_0.65,13,4,0.0,0.6666666666666667,-0.6666666666666667,0.012345679012345668,0.06906348468412618,INSUFFICIENT-SAMPLE
2026-07-24,BNB-4h,reversal,reversal_0.4_0.7,20,9,0.0,0.6666666666666667,-0.6666666666666667,5.0805263425290755e-05,0.0007150172336801447,INSUFFICIENT-SAMPLE
2026-07-24,BNB-4h,reversal,reversal_0.4_0.75,13,1,0.0,0.6666666666666667,-0.6666666666666667,0.33333333333333326,0.709660297239915,INSUFFICIENT-SAMPLE
2026-07-24,BNB-4h,reversal,reversal_0.4_0.8,21,6,0.0,0.6666666666666666,-0.6666666666666666,0.0013717421124828542,0.011987053623461282,INSUFFICIENT-SAMPLE
2026-07-24,BNB-4h,v_shape,v_0.7_0.3_0.55_0.3_0.05,28,16,0.1875,0.8571428571428572,-0.6696428571428572,3.772673605700149e-09,1.7393326244210686e-07,INSUFFICIENT-SAMPLE
2026-07-24,BNB-4h,v_shape,v_0.7_0.3_0.55_0.3_0.1,28,15,0.13333333333333333,0.7499999999999999,-0.6166666666666666,9.229406714439441e-07,1.975651892151454e-05,INSUFFICIENT-SAMPLE
2026-07-24,BNB-4h,v_shape,v_0.7_0.3_0.55_0.3_0.15,28,14,0.07142857142857142,0.6666666666666667,-0.5952380952380953,6.063179585734283e-06,0.00010527884553411346,INSUFFICIENT-SAMPLE
2026-07-24,BNB-4h,v_shape,v_0.7_0.3_0.55_0.3_0.2,28,13,0.0,0.6,-0.6,6.7108864000000044e-06,0.00011406599815778445,INSUFFICIENT-SAMPLE
2026-07-24,BNB-4h,v_shape,v_0.7_0.3_0.55_0.6_0.05,28,3,1.0,0.923076923076923,0.07692307692307698,1.0,1.0,INSUFFICIENT-SAMPLE
2026-07-24,BNB-4h,v_shape,v_0.7_0.3_0.55_0.6_0.1,28,2,1.0,0.8571428571428572,0.1428571428571428,1.0,1.0,INSUFFICIENT-SAMPLE
2026-07-24,BNB-4h,v_shape,v_0.7_0.3_0.55_0.6_0.15,28,1,1.0,0.7999999999999999,0.20000000000000007,1.0,1.0,INSUFFICIENT-SAMPLE
2026-07-24,BNB-4h,v_shape,v_0.7_0.3_0.55_0.6_0.2,28,0,,,,,,INSUFFICIENT-SAMPLE
2026-07-24,BNB-4h,v_shape,v_0.7_0.3_0.7_0.3_0.05,17,8,0.125,0.8571428571428572,-0.7321428571428572,8.499859752314061e-06,0.0001394414074661696,INSUFFICIENT-SAMPLE
2026-07-24,BNB-4h,v_shape,v_0.7_0.3_0.7_0.3_0.1,17,7,0.0,0.7499999999999999,-0.7499999999999999,6.103515625000019e-05,0.0008000392539828456,INSUFFICIENT-SAMPLE
2026-07-24,BNB-4h,v_shape,v_0.7_0.3_0.7_0.3_0.15,17,7,0.0,0.6666666666666667,-0.6666666666666667,0.000457247370827617,0.004528442479974251,INSUFFICIENT-SAMPLE
2026-07-24,BNB-4h,v_shape,v_0.7_0.3_0.7_0.3_0.2,17,7,0.0,0.6,-0.6,0.0016384000000000006,0.013690880000000006,INSUFFICIENT-SAMPLE
2026-07-24,BNB-4h,v_shape,v_0.7_0.3_0.7_0.6_0.05,17,2,1.0,0.923076923076923,0.07692307692307698,1.0,1.0,INSUFFICIENT-SAMPLE
2026-07-24,BNB-4h,v_shape,v_0.7_0.3_0.7_0.6_0.1,17,0,,,,,,INSUFFICIENT-SAMPLE
2026-07-24,BNB-4h,v_shape,v_0.7_0.3_0.7_0.6_0.15,17,0,,,,,,INSUFFICIENT-SAMPLE
2026-07-24,BNB-4h,v_shape,v_0.7_0.3_0.7_0.6_0.2,17,0,,,,,,INSUFFICIENT-SAMPLE
2026-07-24,BNB-5m,reversal,reversal_0.2_0.55,237,102,0.8431372549019608,0.6689542483660132,0.17418300653594754,0.00012461415151667502,0.001508994769994536,PROMOTE-CANDIDATE
2026-07-24,BNB-5m,reversal,reversal_0.2_0.6,235,95,0.8210526315789474,0.6691228070175439,0.15192982456140347,0.0014230157904218362,0.012274658785767709,PROMOTE-CANDIDATE
2026-07-24,BNB-5m,reversal,reversal_0.2_0.65,226,76,0.7763157894736842,0.6697368421052632,0.106578947368421,0.05096586804691785,0.21981085670557796,WATCH
2026-07-24,BNB-5m,reversal,reversal_0.2_0.7,223,62,0.6935483870967742,0.6704301075268818,0.02311827956989243,0.7875536863811727,1.0,WATCH
2026-07-24,BNB-5m,reversal,reversal_0.2_0.75,217,57,0.6140350877192983,0.6707602339181287,-0.0567251461988304,0.3979416554189439,0.8291472868217056,WATCH
2026-07-24,BNB-5m,reversal,reversal_0.2_0.8,202,36,0.4166666666666667,0.6731481481481482,-0.2564814814814815,0.001999013457029381,0.0163968159021367,INSUFFICIENT-SAMPLE
2026-07-24,BNB-5m,reversal,reversal_0.3_0.55,292,125,0.864,0.6685333333333334,0.19546666666666657,8.575175791745608e-07,1.879509841567849e-05,PROMOTE-CANDIDATE
2026-07-24,BNB-5m,reversal,reversal_0.3_0.6,291,118,0.8389830508474576,0.6686440677966103,0.17033898305084727,4.926412503753643e-05,0.000701525632305564,PROMOTE-CANDIDATE
2026-07-24,BNB-5m,reversal,reversal_0.3_0.65,279,97,0.8144329896907216,0.6690721649484537,0.14536082474226797,0.0023163170092451364,0.018434022865242546,PROMOTE-CANDIDATE
2026-07-24,BNB-5m,reversal,reversal_0.3_0.7,275,79,0.759493670886076,0.6696202531645571,0.08987341772151891,0.09476152418754771,0.37373497887537255,WATCH
2026-07-24,BNB-5m,reversal,reversal_0.3_0.75,279,77,0.7012987012987013,0.6696969696969698,0.03160173160173152,0.6285528916922092,1.0,WATCH
2026-07-24,BNB-5m,reversal,reversal_0.3_0.8,263,48,0.4791666666666667,0.6715277777777778,-0.19236111111111115,0.008142279943932419,0.052268213595271534,INSUFFICIENT-SAMPLE
2026-07-24,BNB-5m,reversal,reversal_0.4_0.55,487,198,0.9040404040404041,0.6678451178451179,0.23619528619528618,9.089894126611857e-15,2.0255314078800086e-12,PROMOTE-CANDIDATE
2026-07-24,BNB-5m,reversal,reversal_0.4_0.6,483,181,0.8895027624309392,0.6679558011049724,0.22154696132596674,6.679019920838624e-12,5.252852725977201e-10,PROMOTE-CANDIDATE
2026-07-24,BNB-5m,reversal,reversal_0.4_0.65,469,152,0.868421052631579,0.668201754385965,0.20021929824561402,2.1023813639920713e-08,8.267305540168822e-07,PROMOTE-CANDIDATE
2026-07-24,BNB-5m,reversal,reversal_0.4_0.7,470,121,0.8347107438016529,0.6685950413223142,0.1661157024793387,6.19959836612794e-05,0.0008047439820886463,PROMOTE-CANDIDATE
2026-07-24,BNB-5m,reversal,reversal_0.4_0.75,472,115,0.7565217391304347,0.6686956521739132,0.0878260869565215,0.04748948488596677,0.20749490618476332,WATCH
2026-07-24,BNB-5m,reversal,reversal_0.4_0.8,433,66,0.48484848484848486,0.6702020202020202,-0.18535353535353538,0.002310120192209466,0.018434022865242546,REJECT
2026-07-24,BNB-5m,v_shape,v_0.7_0.3_0.55_0.3_0.05,66,57,0.543859649122807,0.8571428571428572,-0.31328320802005016,1.3486683717174751e-08,5.634905040582076e-07,REJECT
2026-07-24,BNB-5m,v_shape,v_0.7_0.3_0.55_0.3_0.1,66,49,0.46938775510204084,0.7499999999999999,-0.28061224489795905,3.7027836560448155e-05,0.0005500690831257687,INSUFFICIENT-SAMPLE
2026-07-24,BNB-5m,v_shape,v_0.7_0.3_0.55_0.3_0.15,66,44,0.38636363636363635,0.6666666666666667,-0.2803030303030304,0.00016339652508149988,0.0018832858106376323,INSUFFICIENT-SAMPLE
2026-07-24,BNB-5m,v_shape,v_0.7_0.3_0.55_0.3_0.2,66,40,0.325,0.6,-0.27499999999999997,0.0005467634059326475,0.005259155926129135,INSUFFICIENT-SAMPLE
2026-07-24,BNB-5m,v_shape,v_0.7_0.3_0.55_0.6_0.05,66,55,0.5636363636363636,0.923076923076923,-0.3594405594405594,4.272340161134521e-13,4.0800848538834675e-11,REJECT
2026-07-24,BNB-5m,v_shape,v_0.7_0.3_0.55_0.6_0.1,66,47,0.48936170212765956,0.8571428571428573,-0.36778115501519776,2.861101136651124e-09,1.4167748961861305e-07,INSUFFICIENT-SAMPLE
2026-07-24,BNB-5m,v_shape,v_0.7_0.3_0.55_0.6_0.15,66,41,0.4146341463414634,0.7999999999999999,-0.38536585365853654,6.87373967208725e-08,2.2726299708793758e-06,INSUFFICIENT-SAMPLE
2026-07-24,BNB-5m,v_shape,v_0.7_0.3_0.55_0.6_0.2,66,37,0.35135135135135137,0.7499999999999999,-0.3986486486486485,3.620516906565539e-07,9.128148596199833e-06,INSUFFICIENT-SAMPLE
2026-07-24,BNB-5m,v_shape,v_0.7_0.3_0.7_0.3_0.05,107,94,0.574468085106383,0.8571428571428573,-0.2826747720364743,2.809432716695666e-11,1.878105771111053e-09,REJECT
2026-07-24,BNB-5m,v_shape,v_0.7_0.3_0.7_0.3_0.1,107,78,0.4358974358974359,0.7499999999999999,-0.314102564102564,3.682113254311729e-09,1.7393326244210686e-07,REJECT
2026-07-24,BNB-5m,v_shape,v_0.7_0.3_0.7_0.3_0.15,107,67,0.3283582089552239,0.6666666666666667,-0.33830845771144286,2.64972625141883e-08,9.8407888837416e-07,REJECT
2026-07-24,BNB-5m,v_shape,v_0.7_0.3_0.7_0.3_0.2,106,62,0.27419354838709675,0.6,-0.3258064516129032,3.1615540215568364e-07,8.288230836904883e-06,REJECT
2026-07-24,BNB-5m,v_shape,v_0.7_0.3_0.7_0.6_0.05,107,91,0.6263736263736264,0.9230769230769231,-0.29670329670329676,1.821499200405956e-15,6.088361077356908e-13,REJECT
2026-07-24,BNB-5m,v_shape,v_0.7_0.3_0.7_0.6_0.1,107,72,0.5138888888888888,0.8571428571428572,-0.34325396825396837,4.5625777991159645e-12,3.812604073386278e-10,REJECT
2026-07-24,BNB-5m,v_shape,v_0.7_0.3_0.7_0.6_0.15,107,60,0.4,0.7999999999999999,-0.3999999999999999,1.3930524752340029e-11,1.0347284218821455e-09,REJECT
2026-07-24,BNB-5m,v_shape,v_0.7_0.3_0.7_0.6_0.2,106,54,0.3333333333333333,0.7499999999999999,-0.4166666666666666,1.3771287592389733e-10,8.005309352619598e-09,REJECT
2026-07-24,BNB-hourly-et,reversal,reversal_0.2_0.55,32,10,0.5,0.6666666666666667,-0.16666666666666674,0.3171772595640907,0.709660297239915,INSUFFICIENT-SAMPLE
2026-07-24,BNB-hourly-et,reversal,reversal_0.2_0.6,33,9,0.3333333333333333,0.6666666666666667,-0.3333333333333334,0.06843468983386677,0.28066619726343517,INSUFFICIENT-SAMPLE
2026-07-24,BNB-hourly-et,reversal,reversal_0.2_0.65,30,9,0.2222222222222222,0.6666666666666667,-0.44444444444444453,0.0082812579383224,0.052724008873985935,INSUFFICIENT-SAMPLE
2026-07-24,BNB-hourly-et,reversal,reversal_0.2_0.7,34,8,0.125,0.6666666666666667,-0.5416666666666667,0.0025910684346898303,0.020377991159884135,INSUFFICIENT-SAMPLE
2026-07-24,BNB-hourly-et,reversal,reversal_0.2_0.75,24,6,0.16666666666666666,0.6666666666666666,-0.5,0.017832647462277102,0.09404463980422935,INSUFFICIENT-SAMPLE
2026-07-24,BNB-hourly-et,reversal,reversal_0.2_0.8,27,4,0.25,0.6666666666666667,-0.41666666666666674,0.11111111111111105,0.38386448463967826,INSUFFICIENT-SAMPLE
2026-07-24,BNB-hourly-et,reversal,reversal_0.3_0.55,40,11,0.7272727272727273,0.6666666666666667,0.06060606060606055,1.0,1.0,INSUFFICIENT-SAMPLE
2026-07-24,BNB-hourly-et,reversal,reversal_0.3_0.6,41,10,0.5,0.6666666666666667,-0.16666666666666674,0.3171772595640907,0.709660297239915,INSUFFICIENT-SAMPLE
2026-07-24,BNB-hourly-et,reversal,reversal_0.3_0.65,45,11,0.45454545454545453,0.6666666666666667,-0.2121212121212122,0.1972316776462486,0.5993153477568963,INSUFFICIENT-SAMPLE
2026-07-24,BNB-hourly-et,reversal,reversal_0.3_0.7,50,10,0.1,0.6666666666666667,-0.5666666666666668,0.00035563684397703533,0.0036677271355873083,INSUFFICIENT-SAMPLE
2026-07-24,BNB-hourly-et,reversal,reversal_0.3_0.75,43,6,0.0,0.6666666666666666,-0.6666666666666666,0.0013717421124828542,0.011987053623461282,INSUFFICIENT-SAMPLE
2026-07-24,BNB-hourly-et,reversal,reversal_0.3_0.8,49,5,0.0,0.6666666666666667,-0.6666666666666667,0.004115226337448555,0.02911141594269163,INSUFFICIENT-SAMPLE
2026-07-24,BNB-hourly-et,reversal,reversal_0.4_0.55,55,18,0.6666666666666666,0.6666666666666667,-1.1102230246251565e-16,1.0,1.0,INSUFFICIENT-SAMPLE
2026-07-24,BNB-hourly-et,reversal,reversal_0.4_0.6,52,15,0.3333333333333333,0.6666666666666667,-0.3333333333333334,0.010787929700847588,0.06497054959474426,INSUFFICIENT-SAMPLE
2026-07-24,BNB-hourly-et,reversal,reversal_0.4_0.65,52,13,0.15384615384615385,0.6666666666666667,-0.5128205128205129,0.00021262943581695757,0.002409199624468409,INSUFFICIENT-SAMPLE
2026-07-24,BNB-hourly-et,reversal,reversal_0.4_0.7,59,10,0.1,0.6666666666666667,-0.5666666666666668,0.00035563684397703533,0.0036677271355873083,INSUFFICIENT-SAMPLE
2026-07-24,BNB-hourly-et,reversal,reversal_0.4_0.75,58,8,0.0,0.6666666666666667,-0.6666666666666667,0.0001524157902758723,0.0017719992312942722,INSUFFICIENT-SAMPLE
2026-07-24,BNB-hourly-et,reversal,reversal_0.4_0.8,63,6,0.0,0.6666666666666666,-0.6666666666666666,0.0013717421124828542,0.011987053623461282,INSUFFICIENT-SAMPLE
2026-07-24,BNB-hourly-et,v_shape,v_0.7_0.3_0.55_0.3_0.05,43,23,0.391304347826087,0.8571428571428572,-0.46583850931677023,3.336851005950333e-07,8.57955729799153e-06,INSUFFICIENT-SAMPLE
2026-07-24,BNB-hourly-et,v_shape,v_0.7_0.3_0.55_0.3_0.1,42,20,0.3,0.7499999999999999,-0.4499999999999999,2.951174610643664e-05,0.0004535310867161584,INSUFFICIENT-SAMPLE
2026-07-24,BNB-hourly-et,v_shape,v_0.7_0.3_0.55_0.3_0.15,42,19,0.2631578947368421,0.6666666666666667,-0.40350877192982465,0.0003807981358466553,0.003857023542628622,INSUFFICIENT-SAMPLE
2026-07-24,BNB-hourly-et,v_shape,v_0.7_0.3_0.55_0.3_0.2,41,17,0.11764705882352941,0.6,-0.48235294117647054,5.712306503680004e-05,0.0007637353795420165,INSUFFICIENT-SAMPLE
2026-07-24,BNB-hourly-et,v_shape,v_0.7_0.3_0.55_0.6_0.05,42,10,0.9,0.923076923076923,-0.023076923076922995,0.550862892858137,1.0,INSUFFICIENT-SAMPLE
2026-07-24,BNB-hourly-et,v_shape,v_0.7_0.3_0.55_0.6_0.1,41,7,0.8571428571428571,0.8571428571428571,0.0,1.0,1.0,INSUFFICIENT-SAMPLE
2026-07-24,BNB-hourly-et,v_shape,v_0.7_0.3_0.55_0.6_0.15,41,6,0.8333333333333334,0.7999999999999999,0.03333333333333344,1.0,1.0,INSUFFICIENT-SAMPLE
2026-07-24,BNB-hourly-et,v_shape,v_0.7_0.3_0.55_0.6_0.2,40,3,0.6666666666666666,0.7499999999999999,-0.08333333333333326,1.0,1.0,INSUFFICIENT-SAMPLE
2026-07-24,BNB-hourly-et,v_shape,v_0.7_0.3_0.7_0.3_0.05,49,27,0.6296296296296297,0.8571428571428572,-0.22751322751322756,0.002885759096324857,0.022431743673176355,INSUFFICIENT-SAMPLE
2026-07-24,BNB-hourly-et,v_shape,v_0.7_0.3_0.7_0.3_0.1,49,19,0.47368421052631576,0.7499999999999999,-0.2763157894736841,0.01313156188916766,0.0725491663050296,INSUFFICIENT-SAMPLE
2026-07-24,BNB-hourly-et,v_shape,v_0.7_0.3_0.7_0.3_0.15,49,11,0.09090909090909091,0.6666666666666667,-0.5757575757575758,0.00012983567319796525,0.0015361973014661905,INSUFFICIENT-SAMPLE
2026-07-24,BNB-hourly-et,v_shape,v_0.7_0.3_0.7_0.3_0.2,49,10,0.0,0.6,-0.6,0.00010485760000000006,0.0012861890935779823,INSUFFICIENT-SAMPLE
2026-07-24,BNB-hourly-et,v_shape,v_0.7_0.3_0.7_0.6_0.05,47,20,0.8,0.923076923076923,-0.12307692307692297,0.06282326154952446,0.26293639884281106,INSUFFICIENT-SAMPLE
2026-07-24,BNB-hourly-et,v_shape,v_0.7_0.3_0.7_0.6_0.1,47,12,0.6666666666666666,0.8571428571428572,-0.19047619047619058,0.07969486081614607,0.31997606279635826,INSUFFICIENT-SAMPLE
2026-07-24,BNB-hourly-et,v_shape,v_0.7_0.3_0.7_0.6_0.15,47,5,0.2,0.7999999999999999,-0.5999999999999999,0.006720000000000009,0.044699701492537366,INSUFFICIENT-SAMPLE
2026-07-24,BNB-hourly-et,v_shape,v_0.7_0.3_0.7_0.6_0.2,47,4,0.0,0.7499999999999999,-0.7499999999999999,0.003906250000000007,0.028854454419889552,INSUFFICIENT-SAMPLE
2026-07-24,BTC-15m,high_prob,high_prob_btc,1,0,,,,,,INSUFFICIENT-SAMPLE
2026-07-24,BTC-15m,reversal,reversal_0.2_0.55,130,18,0.9444444444444444,0.6666666666666667,0.2777777777777777,0.01068567388029909,0.06464590940253341,INSUFFICIENT-SAMPLE
2026-07-24,BTC-15m,reversal,reversal_0.2_0.6,123,18,0.9444444444444444,0.6666666666666667,0.2777777777777777,0.01068567388029909,0.06464590940253341,INSUFFICIENT-SAMPLE
2026-07-24,BTC-15m,reversal,reversal_0.2_0.65,123,12,0.9166666666666666,0.6666666666666666,0.25,0.07270985866728383,0.29638134462853194,INSUFFICIENT-SAMPLE
2026-07-24,BTC-15m,reversal,reversal_0.2_0.7,119,11,0.9090909090909091,0.6666666666666667,0.24242424242424232,0.11377556492630417,0.39111073416929404,INSUFFICIENT-SAMPLE
